car_pos_x,car_pos_y,car_vel_x,car_vel_y,car_angular_vel,wheel_angular_vel_left_back,wheel_angular_vel_right_back,min_lidar,wheelVelocity
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.833941638, 0.8186097, 0.80485183, 0.7925651, 0.781661868, 0.7720653, 0.763711035, 0.7565429, 0.750514746, 0.745588243, 0.741732538, 0.7389235, 0.737144232, 0.7363837, 0.7366371, 0.7379062, 0.7401987, 0.743528545, 0.7479164, 0.7533894, 0.7599824, 0.767737448, 0.7767057, 0.786947, 0.7985317, 0.8115422, 0.8260737, 0.842235744, 0.8601561, 0.879981637, 0.901882946, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,0.0,0.0,0.0,0.6,0.5,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.8323838, 0.816780746, 0.8027674, 0.7902383, 0.779102862, 0.7692827, 0.7607108, 0.753330052, 0.747092366, 0.7419581, 0.7378945, 0.734876752, 0.7328861, 0.7319105, 0.731944, 0.7329868, 0.735045, 0.7381317, 0.742265463, 0.747472048, 0.7537841, 0.761242449, 0.7698952, 0.779800832, 0.791026354, 0.8036509, 0.8177664, 0.833479, 0.850910842, 0.870204151, 0.891522944, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.8325128, 0.816908538, 0.802893937, 0.7903638, 0.7792274, 0.7694065, 0.760834, 0.753452957, 0.747215152, 0.74208045, 0.738017, 0.734999359, 0.7330092, 0.732034, 0.732068062, 0.7331115, 0.735170841, 0.738258541, 0.742393434, 0.7476014, 0.7539152, 0.761375248, 0.7700302, 0.779938, 0.7911659, 0.803793132, 0.8179118, 0.8336276, 0.8510631, 0.870360255, 0.891683459, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.8325128, 0.816908538, 0.802893937, 0.7903638, 0.7792274, 0.7694065, 0.760834, 0.753452957, 0.747215152, 0.74208045, 0.738017, 0.734999359, 0.7330092, 0.732034, 0.732068062, 0.7331115, 0.735170841, 0.738258541, 0.742393434, 0.7476014, 0.7539152, 0.761375248, 0.7700302, 0.779938, 0.7911659, 0.803793132, 0.8179118, 0.8336276, 0.8510631, 0.870360255, 0.891683459, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.1,0.0,0.2,16.0,1.1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.832624733, 0.8168644, 0.8027034, 0.790034831, 0.7787672, 0.7688206, 0.7601275, 0.7526291, 0.746276855, 0.741029859, 0.7368555, 0.7337273, 0.731626332, 0.7305396, 0.7304606, 0.731388748, 0.7333299, 0.7362956, 0.7403044, 0.745380938, 0.751557, 0.75887233, 0.767374456, 0.77712, 0.788175344, 0.800618052, 0.8145382, 0.8300396, 0.847243, 0.866287947, 0.8873356, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.2,0.1,0.4,8.1,2.5,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.81602174, 0.8015174, 0.788524866, 0.776949048, 0.7667073, 0.7577293, 0.74995476, 0.743332267, 0.7378198, 0.733381748, 0.729990959, 0.727626145, 0.7262732, 0.725923538, 0.7265754, 0.728232563, 0.730905, 0.734609246, 0.7393683, 0.7452117, 0.7521768, 0.7603086, 0.769661, 0.7802972, 0.7922914, 0.8057294, 0.820710838, 0.8373509, 0.855783, 0.876161337, 0.8986636, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.2,0.1,0.3,9.6,4.2,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.8136936, 0.7986017, 0.7850553, 0.772953153, 0.7622079, 0.752744853, 0.7444991, 0.7374163, 0.7314503, 0.7265629, 0.7227238, 0.7199091, 0.7181011, 0.7172893, 0.7174683, 0.718639731, 0.7208105, 0.7239936, 0.72820884, 0.7334826, 0.7398479, 0.7473456, 0.7560253, 0.7659444, 0.777171254, 0.7897853, 0.8038784, 0.8195573, 0.836945057, 0.8561839, 0.8774383, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.2,0.1,0.4,16.8,4.0,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.8116031, 0.7962777, 0.782510459, 0.770198345, 0.759251654, 0.7495935, 0.74115777, 0.7338884, 0.7277381, 0.722667, 0.718643546, 0.7156425, 0.7136459, 0.71264106, 0.712622046, 0.7135889, 0.7155471, 0.718509138, 0.722492635, 0.7275228, 0.7336309, 0.740856349, 0.7492461, 0.7588559, 0.769751668, 0.782009542, 0.795718968, 0.810982, 0.8279183, 0.846665, 0.867381155, 0.8902505, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.2,0.1,0.4,16.6,3.2,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.8105343, 0.794932, 0.7809049, 0.768346667, 0.7571651, 0.7472816, 0.7386276, 0.731145859, 0.72478646, 0.719509244, 0.7152806, 0.7120742, 0.7098704, 0.708655536, 0.7084223, 0.7091693, 0.710901141, 0.713628352, 0.7173675, 0.722141862, 0.7279815, 0.7349235, 0.7430127, 0.752303, 0.762857735, 0.77475, 0.788065732, 0.802903831, 0.8193793, 0.8376242, 0.8577917, 0.880059242, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.2,0.1,0.6,13.4,3.1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.7944696, 0.7800745, 0.767169237, 0.755658865, 0.745461, 0.7365047, 0.728729963, 0.7220852, 0.716527343, 0.7120217, 0.7085395, 0.706059635, 0.704566538, 0.7040516, 0.704511166, 0.7059486, 0.708372235, 0.711797, 0.716244, 0.72174114, 0.7283231, 0.736032546, 0.7449204, 0.7550459, 0.76647985, 0.7793035, 0.793611348, 0.8095127, 0.8271342, 0.8466213, 0.868142962, 0.891896248, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.2,0.1,0.7,10.2,3.5,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.794228852, 0.7793941, 0.766075969, 0.7541743, 0.7436038, 0.734290242, 0.726170063, 0.719189346, 0.7133026, 0.7084726, 0.7046687, 0.7018675, 0.700051546, 0.699210167, 0.69933784, 0.7004355, 0.70251, 0.7055736, 0.709645569, 0.714751, 0.720922053, 0.7281987, 0.7366278, 0.746266246, 0.757180154, 0.7694465, 0.7831544, 0.798407257, 0.815325, 0.8340457, 0.8547286, 0.8775593, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.3,0.1,0.7,15.1,3.4,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.7796732, 0.765842736, 0.7534582, 0.7424295, 0.7326779, 0.7241369, 0.7167484, 0.710464656, 0.7052451, 0.70105654, 0.6978731, 0.6956752, 0.6944491, 0.694187641, 0.694889, 0.6965577, 0.699203551, 0.7028432, 0.707498848, 0.713199854, 0.7199825, 0.727890551, 0.7369768, 0.7473027, 0.758940041, 0.7719727, 0.786497653, 0.802627265, 0.820490062, 0.8402364, 0.8620397, 0.8861012, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
0.0,0.0,-0.3,0.1,0.8,10.9,3.1,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 0.7798849, 0.7655334, 0.7526592, 0.741166353, 0.730972767, 0.7220071, 0.7142091, 0.7075267, 0.701916635, 0.6973437, 0.693778634, 0.6911997, 0.68959105, 0.6889429, 0.6892511, 0.6905179, 0.692750752, 0.6959634, 0.700175464, 0.70541364, 0.7117106, 0.719107032, 0.7276516, 0.7374015, 0.7484238, 0.760797441, 0.774612546, 0.789974034, 0.8070035, 0.825840831, 0.8466487, 0.869615, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","[1000, 0]"
